date,day_of_week,is_weekend,is_holiday,weather,temperature,competitor_price,visitors,current_price,revenue,recommended_price
2025-02-09,6,1,0,sunny,21,1330,2860,1087,3108820,1500
2025-02-10,0,0,0,sunny,24,1008,1280,1048,1341440,1343
2025-02-11,1,0,0,sunny,16,1114,920,1037,954040,1237
2025-02-12,2,0,0,sunny,16,1086,935,1019,952765,1176
2025-02-13,3,0,0,cloudy,18,974,1111,1008,1119888,1132
2025-02-14,4,0,0,cloudy,16,994,1087,936,1017432,1171
2025-02-15,5,1,0,cloudy,21,1212,2303,1154,2657662,1500
2025-02-16,6,1,0,cloudy,15,1240,1987,1096,2177752,1500
2025-02-17,0,0,0,rainy,22,909,583,1016,592328,998
2025-02-18,1,0,0,sunny,23,1053,1350,1061,1432350,1330
2025-02-19,2,0,0,sunny,24,1120,1152,962,1108224,1341
2025-02-20,3,0,0,sunny,23,1052,1331,902,1200562,1376
2025-02-21,4,0,0,sunny,19,1035,1540,949,1461460,1328
2025-02-22,5,1,0,cloudy,16,1242,1760,1163,2046880,1500
2025-02-23,6,1,0,sunny,22,1268,3043,1170,3560310,1500
2025-02-24,0,0,0,rainy,21,981,552,970,535440,908
2025-02-25,1,0,0,sunny,16,1040,1039,1031,1071209,1243
2025-02-26,2,0,0,sunny,18,1017,1020,962,981240,1176
2025-02-27,3,0,0,cloudy,19,975,937,1060,993220,1152
2025-02-28,4,0,0,sunny,18,1119,1556,985,1532660,1397
2025-03-01,5,1,0,sunny,29,1210,2913,1034,3012042,1500
2025-03-02,6,1,0,sunny,33,1273,2517,1008,2537136,1500
2025-03-03,0,0,0,sunny,38,1085,1146,914,1047444,1202
2025-03-04,1,0,0,cloudy,34,1002,850,947,804950,1110
2025-03-05,2,0,0,sunny,33,1056,1299,944,1226256,1301
2025-03-06,3,0,0,sunny,38,1090,1268,1035,1312380,1210
2025-03-07,4,0,0,sunny,31,1080,1363,932,1270316,1270
2025-03-08,5,1,0,sunny,40,1146,1583,1176,1861608,1447
2025-03-09,6,1,0,rainy,32,1047,1555,1059,1646745,1192
2025-03-10,0,0,0,sunny,34,1134,1212,907,1099284,1288
2025-03-11,1,0,0,sunny,30,1117,1343,921,1236903,1366
2025-03-12,2,0,0,cloudy,32,1019,965,1064,1026760,1186
2025-03-13,3,0,0,sunny,30,1055,1568,1004,1574272,1406
2025-03-14,4,0,1,sunny,39,1306,2594,1050,2723700,1500
2025-03-15,5,1,1,sunny,35,1500,5000,1259,6295000,1500
2025-03-16,6,1,0,sunny,30,1253,2479,1213,3007027,1500
2025-03-17,0,0,0,rainy,35,840,660,913,602580,968
2025-03-18,1,0,0,sunny,32,1068,1126,926,1042676,1278
2025-03-19,2,0,0,sunny,36,1026,1144,986,1127984,1232
2025-03-20,3,0,0,sunny,35,1066,1114,940,1047160,1279
2025-03-21,4,0,0,sunny,35,1027,1406,1016,1428496,1236
2025-03-22,5,1,0,sunny,28,1371,2924,1102,3222248,1500
2025-03-23,6,1,0,sunny,39,1236,1905,1038,1977390,1500
2025-03-24,0,0,0,sunny,28,1104,1351,930,1256430,1310
2025-03-25,1,0,0,sunny,40,1078,763,1063,811069,1162
2025-03-26,2,0,0,sunny,40,1051,1024,963,986112,1144
2025-03-27,3,0,0,sunny,36,1123,1099,1055,1159445,1316
2025-03-28,4,0,0,sunny,29,1063,1715,908,1557220,1432
2025-03-29,5,1,0,sunny,36,1323,1896,1044,1979424,1500
2025-03-30,6,1,0,sunny,40,1202,2202,1058,2329716,1457
2025-03-31,0,0,0,rainy,34,906,508,932,473456,956
2025-04-01,1,0,0,sunny,38,1134,1019,936,953784,1185
2025-04-02,2,0,0,sunny,28,1086,1258,1087,1367446,1316
2025-04-03,3,0,0,cloudy,28,997,1237,1008,1246896,1214
2025-04-04,4,0,0,sunny,30,1114,1610,930,1497300,1370
2025-04-05,5,1,0,sunny,32,1319,2549,1093,2786057,1500
2025-04-06,6,1,0,cloudy,28,1218,2173,1194,2594562,1500
2025-04-07,0,0,0,sunny,37,1102,1074,1004,1078296,1231
2025-04-08,1,0,0,cloudy,32,992,855,1100,940500,1136
2025-04-09,2,0,0,rainy,32,885,533,928,494624,882
2025-04-10,3,0,1,cloudy,32,1308,1864,1164,2169696,1500
2025-04-11,4,0,0,sunny,29,1113,1534,987,1514058,1391
2025-04-12,5,1,0,sunny,34,1149,2305,1155,2662275,1500
2025-04-13,6,1,0,cloudy,31,1138,1708,1188,2029104,1447
2025-04-14,0,0,1,cloudy,39,1374,1667,1114,1857038,1500
2025-04-15,1,0,0,sunny,37,1114,1116,1094,1220904,1176
2025-04-16,2,0,0,sunny,40,1047,929,916,850964,1173
2025-04-17,3,0,0,sunny,34,1093,1124,1037,1165588,1285
2025-04-18,4,0,0,sunny,29,1076,1590,1036,1647240,1348
2025-04-19,5,1,0,sunny,31,1201,2405,985,2368925,1500
2025-04-20,6,1,0,sunny,40,1210,1646,1034,1701964,1453
2025-04-21,0,0,1,sunny,30,1368,2839,1266,3594174,1500
2025-04-22,1,0,0,sunny,39,1097,942,927,873234,1194
2025-04-23,2,0,0,sunny,33,1073,1303,904,1177912,1257
2025-04-24,3,0,0,sunny,33,1027,1076,1070,1151320,1246
2025-04-25,4,0,0,sunny,35,1120,1614,1078,1739892,1395
2025-04-26,5,1,0,sunny,34,1329,3020,1091,3294820,1500
2025-04-27,6,1,0,sunny,30,1290,3037,1218,3699066,1500
2025-04-28,0,0,0,cloudy,27,965,1042,1016,1058672,1175
2025-04-29,1,0,0,sunny,30,1079,1314,1018,1337652,1358
2025-04-30,2,0,0,sunny,34,1088,1499,963,1443537,1282
2025-05-01,3,0,1,sunny,29,1329,4207,1266,5326062,1500
2025-05-02,4,0,1,cloudy,39,1396,2272,1160,2635520,1500
2025-05-03,5,1,1,cloudy,36,1500,5000,1218,6090000,1500
2025-05-04,6,1,1,sunny,38,1412,5000,1300,6500000,1500
2025-05-05,0,0,1,sunny,35,1324,3891,1200,4669200,1500
2025-05-06,1,0,1,rainy,31,1200,1370,1035,1417950,1254
2025-05-07,2,0,1,sunny,30,1292,3471,1222,4241562,1500
2025-05-08,3,0,1,rainy,34,1124,1890,1104,2086560,1481
2025-05-09,4,0,1,sunny,33,1358,4348,1090,4739320,1500
2025-05-10,5,1,1,rainy,31,1346,2157,1295,2793315,1500
2025-05-11,6,1,1,sunny,28,1452,5000,1233,6165000,1500
2025-05-12,0,0,1,rainy,33,1158,1640,1149,1884360,1383
2025-05-13,1,0,1,cloudy,34,1273,2474,1149,2842626,1500
2025-05-14,2,0,1,sunny,36,1314,2743,1140,3127020,1500
2025-05-15,3,0,1,rainy,34,1317,2305,1125,2593125,1461
2025-05-16,4,0,1,sunny,29,1402,4806,1240,5959440,1500
2025-05-17,5,1,1,sunny,32,1500,5000,1191,5955000,1500
2025-05-18,6,1,1,sunny,30,1500,5000,1137,5685000,1500
2025-05-19,0,0,1,sunny,32,1466,2743,1262,3461666,1500
2025-05-20,1,0,1,sunny,35,1407,4075,1262,5142650,1500
2025-05-21,2,0,1,sunny,38,1440,3177,1166,3704382,1500
2025-05-22,3,0,1,rainy,24,1219,2123,1120,2377760,1467
2025-05-23,4,0,1,sunny,32,1332,4746,1229,5832834,1500
2025-05-24,5,1,1,sunny,38,1500,4884,1236,6036624,1500
2025-05-25,6,1,1,cloudy,38,1500,5000,1199,5995000,1500
2025-05-26,0,0,1,cloudy,34,1285,3034,1185,3595290,1500
2025-05-27,1,0,1,sunny,33,1433,3789,1273,4823397,1500
2025-05-28,2,0,1,cloudy,39,1217,1573,1182,1859286,1500
2025-05-29,3,0,1,rainy,25,1225,1678,1114,1869292,1449
2025-05-30,4,0,1,sunny,34,1354,3304,1218,4024272,1500
2025-05-31,5,1,1,sunny,34,1500,5000,1229,6145000,1500
2025-06-01,6,1,1,rainy,26,1341,2352,1133,2664816,1500
2025-06-02,0,0,1,rainy,29,1180,736,1018,749248,1304
2025-06-03,1,0,1,rainy,33,1100,885,1169,1034565,1314
2025-06-04,2,0,1,rainy,21,1197,989,1181,1168009,1377
2025-06-05,3,0,1,cloudy,26,1336,1903,1063,2022889,1500
2025-06-06,4,0,1,sunny,30,1375,2729,1175,3206575,1500
2025-06-07,5,1,1,rainy,24,1170,2298,1225,2815050,1500
2025-06-08,6,1,1,cloudy,30,1311,3197,1232,3938704,1500
2025-06-09,0,0,1,cloudy,26,1329,1941,1114,2162274,1500
2025-06-10,1,0,1,cloudy,31,1183,1460,1178,1719880,1379
2025-06-11,2,0,1,sunny,29,1331,3066,1076,3299016,1500
2025-06-12,3,0,1,rainy,24,1075,884,1121,990964,1452
2025-06-13,4,0,1,rainy,30,1155,1479,1081,1598799,1403
2025-06-14,5,1,1,rainy,25,1226,1555,1321,2054155,1500
2025-06-15,6,1,1,cloudy,26,1386,4415,1186,5236190,1500
2025-06-16,0,0,0,sunny,33,930,980,1038,1017240,1151
2025-06-17,1,0,1,sunny,27,1197,2647,1076,2848172,1500
2025-06-18,2,0,0,rainy,29,863,586,1001,586586,936
2025-06-19,3,0,0,cloudy,26,970,897,1027,921219,1145
2025-06-20,4,0,0,cloudy,28,898,952,977,930104,1182
2025-06-21,5,1,0,rainy,29,1007,1044,1076,1123344,1175
2025-06-22,6,1,0,cloudy,27,1133,1796,1145,2056420,1500
2025-06-23,0,0,0,rainy,28,837,380,943,358340,865
2025-06-24,1,0,0,rainy,31,847,342,1046,357732,862
2025-06-25,2,0,0,cloudy,27,956,902,997,899294,1174
2025-06-26,3,0,0,rainy,23,832,538,980,527240,901
2025-06-27,4,0,0,rainy,31,800,667,1019,679673,829
2025-06-28,5,1,0,cloudy,32,1176,1474,1064,1568336,1360
2025-06-29,6,1,0,cloudy,29,1054,1470,1012,1487640,1408
2025-06-30,0,0,0,rainy,22,813,483,960,463680,837
2025-07-01,1,0,0,cloudy,32,919,657,940,617580,1092
2025-07-02,2,0,0,rainy,21,800,386,1092,421512,847
2025-07-03,3,0,0,cloudy,29,893,753,1054,793662,1155
2025-07-04,4,0,0,cloudy,31,950,862,1006,867172,1062
2025-07-05,5,1,0,cloudy,27,1182,2051,1166,2391466,1500
2025-07-06,6,1,0,rainy,23,1027,848,1144,970112,1217
2025-07-07,0,0,0,rainy,32,831,362,930,336660,825
2025-07-08,1,0,0,sunny,33,1013,830,945,784350,1221
2025-07-09,2,0,0,cloudy,30,912,653,1082,706546,1120
2025-07-10,3,0,0,cloudy,33,934,753,983,740199,1098
2025-07-11,4,0,0,rainy,26,858,503,1069,537707,948
2025-07-12,5,1,0,sunny,34,1225,2066,1188,2454408,1500
2025-07-13,6,1,0,cloudy,23,977,2247,1111,2496417,1500
2025-07-14,0,0,0,rainy,29,800,481,970,466570,952
2025-07-15,1,0,0,rainy,22,820,451,1020,460020,877
2025-07-16,2,0,0,rainy,24,800,492,1002,492984,866
2025-07-17,3,0,0,cloudy,26,971,701,1072,751472,1142
2025-07-18,4,0,0,rainy,27,800,746,966,720636,931
2025-07-19,5,1,0,sunny,31,1209,1551,1113,1726263,1500
2025-07-20,6,1,0,rainy,31,923,1089,1104,1202256,1171
2025-07-21,0,0,0,rainy,27,829,299,935,279565,932
2025-07-22,1,0,0,cloudy,29,924,688,1035,712080,1116
2025-07-23,2,0,0,rainy,28,800,657,1034,679338,964
2025-07-24,3,0,0,cloudy,34,883,702,1028,721656,1027
2025-07-25,4,0,0,sunny,35,1074,1468,990,1453320,1293
2025-07-26,5,1,0,cloudy,30,1043,1428,1017,1452276,1398
2025-07-27,6,1,0,sunny,25,1131,2676,1055,2823180,1500
2025-07-28,0,0,0,sunny,32,997,846,1081,914526,1201
2025-07-29,1,0,0,cloudy,30,945,721,920,663320,1108
2025-07-30,2,0,0,rainy,28,815,451,966,435666,955
2025-07-31,3,0,0,cloudy,26,897,1068,995,1062660,1200
2025-08-01,4,0,1,rainy,25,1184,1382,1095,1513290,1490
2025-08-02,5,1,0,sunny,26,1256,2129,1065,2267385,1500
2025-08-03,6,1,0,rainy,27,1026,1170,1020,1193400,1153
2025-08-04,0,0,0,cloudy,33,987,686,956,655816,1091
2025-08-05,1,0,0,cloudy,29,989,655,1059,693645,1118
2025-08-06,2,0,0,sunny,30,971,1113,1017,1131921,1265
2025-08-07,3,0,0,sunny,28,1031,1403,947,1328641,1304
2025-08-08,4,0,0,rainy,28,800,726,913,662838,861
2025-08-09,5,1,0,rainy,29,954,952,1164,1108128,1155
2025-08-10,6,1,0,rainy,22,1016,1206,1094,1319364,1285
2025-08-11,0,0,0,rainy,27,800,547,940,514180,962
2025-08-12,1,0,0,sunny,27,1037,872,958,835376,1292
2025-08-13,2,0,0,rainy,21,880,405,982,397710,876
2025-08-14,3,0,0,cloudy,30,878,933,932,869556,1142
2025-08-15,4,0,1,cloudy,23,1280,2395,1082,2591390,1500
2025-08-16,5,1,0,rainy,27,825,1435,1093,1568455,1123
2025-08-17,6,1,0,cloudy,30,1105,2024,1117,2260808,1458
2025-08-18,0,0,0,rainy,22,814,447,1066,476502,916
2025-08-19,1,0,1,sunny,32,1410,1480,1196,1770080,1500
2025-08-20,2,0,0,sunny,32,939,836,1060,886160,1176
2025-08-21,3,0,0,rainy,31,800,410,925,379250,878
2025-08-22,4,0,0,sunny,28,957,1760,1064,1872640,1352
2025-08-23,5,1,0,cloudy,32,1205,1757,1046,1837822,1382
2025-08-24,6,1,0,sunny,31,1198,1995,1122,2238390,1500
2025-08-25,0,0,0,sunny,31,1019,1011,1024,1035264,1200
2025-08-26,1,0,0,rainy,21,817,385,1071,412335,800
2025-08-27,2,0,0,rainy,21,800,491,983,482653,800
2025-08-28,3,0,0,rainy,24,800,660,987,651420,900
2025-08-29,4,0,0,rainy,28,800,450,991,445950,844
2025-08-30,5,1,0,cloudy,32,1099,1556,1086,1689816,1373
2025-08-31,6,1,0,rainy,21,948,692,1160,802720,1061
2025-09-01,0,0,0,rainy,27,962,719,1009,725471,1052
2025-09-02,1,0,0,rainy,24,937,506,1089,551034,977
2025-09-03,2,0,0,rainy,28,866,725,906,656850,965
2025-09-04,3,0,0,cloudy,27,979,1238,1080,1337040,1219
2025-09-05,4,0,0,cloudy,30,1021,1278,1057,1350846,1236
2025-09-06,5,1,0,cloudy,24,1146,1892,1121,2120932,1476
2025-09-07,6,1,1,sunny,34,1500,4695,1293,6070635,1500
2025-09-08,0,0,0,rainy,27,961,484,933,451572,1002
2025-09-09,1,0,0,cloudy,25,1032,878,945,829710,1248
2025-09-10,2,0,0,cloudy,32,1009,889,1093,971677,1133
2025-09-11,3,0,0,sunny,33,1114,1138,958,1090204,1248
2025-09-12,4,0,0,rainy,21,935,791,1079,853489,900
2025-09-13,5,1,0,cloudy,29,1136,2047,1205,2466635,1500
2025-09-14,6,1,0,cloudy,33,1220,1755,1108,1944540,1443
2025-09-15,0,0,0,cloudy,33,960,1080,933,1007640,1132
2025-09-16,1,0,0,rainy,21,874,519,910,472290,812
2025-09-17,2,0,0,cloudy,24,1031,977,1081,1056137,1247
2025-09-18,3,0,0,rainy,25,896,610,920,561200,1053
2025-09-19,4,0,0,rainy,22,925,951,913,868263,1036
2025-09-20,5,1,0,rainy,24,1056,1513,1193,1805009,1256
2025-09-21,6,1,0,rainy,19,1011,1368,1124,1537632,1143
2025-09-22,0,0,0,sunny,35,1088,1169,1094,1278886,1298
2025-09-23,1,0,0,rainy,24,929,466,986,459476,974
2025-09-24,2,0,0,rainy,24,960,582,1089,633798,996
2025-09-25,3,0,0,rainy,28,973,574,964,553336,1043
2025-09-26,4,0,0,cloudy,26,1038,1609,917,1475453,1279
2025-09-27,5,1,1,rainy,21,1500,2853,1259,3591927,1500
2025-09-28,6,1,0,cloudy,29,1193,2192,1170,2564640,1500
2025-09-29,0,0,0,rainy,30,906,516,1063,548508,980
2025-09-30,1,0,0,rainy,25,920,463,967,447721,979
2025-10-01,2,0,0,cloudy,24,1078,1249,1046,1306454,1269
2025-10-02,3,0,1,cloudy,30,1480,2990,1219,3644810,1500
2025-10-03,4,0,0,sunny,24,1203,2114,992,2097088,1500
2025-10-04,5,1,0,rainy,30,1075,1707,1002,1710414,1347
2025-10-05,6,1,0,cloudy,18,1426,2727,986,2688822,1500
2025-10-06,0,0,0,sunny,23,1145,1522,933,1420026,1356
2025-10-07,1,0,0,sunny,24,1273,1322,1092,1443624,1475
2025-10-08,2,0,0,rainy,16,1026,615,959,589785,1002
2025-10-09,3,0,0,sunny,26,1247,1739,905,1573795,1473
2025-10-10,4,0,0,sunny,28,1223,1766,1093,1930238,1487
2025-10-11,5,1,0,cloudy,28,1333,2514,1145,2878530,1500
2025-10-12,6,1,1,cloudy,26,1500,4683,1152,5394816,1500
2025-10-13,0,0,0,cloudy,26,1143,1155,933,1077615,1256
2025-10-14,1,0,0,cloudy,30,1119,1069,942,1006998,1223
2025-10-15,2,0,0,cloudy,23,1137,1141,1094,1248254,1274
2025-10-16,3,0,0,sunny,24,1271,1633,995,1624835,1500
2025-10-17,4,0,0,cloudy,23,1149,1617,950,1536150,1375
2025-10-18,5,1,0,sunny,27,1317,3275,1208,3956200,1500
2025-10-19,6,1,0,cloudy,22,1364,2539,1125,2856375,1500
2025-10-20,0,0,0,cloudy,30,1166,1501,1084,1627084,1295
2025-10-21,1,0,0,sunny,32,1234,1795,1003,1800385,1439
2025-10-22,2,0,0,cloudy,30,1216,1161,930,1079730,1287
2025-10-23,3,0,0,sunny,21,1281,1529,1076,1645204,1428
2025-10-24,4,0,1,sunny,29,1500,3563,1149,4093887,1500
2025-10-25,5,1,1,sunny,31,1500,5000,1203,6015000,1500
2025-10-26,6,1,1,rainy,21,1500,2262,1168,2642016,1500
2025-10-27,0,0,1,sunny,21,1500,3148,1058,3330584,1500
2025-10-28,1,0,1,cloudy,27,1276,2427,1128,2737656,1500
2025-10-29,2,0,0,sunny,27,1238,2026,1067,2161742,1480
2025-10-30,3,0,0,sunny,27,1211,2036,952,1938272,1477
2025-10-31,4,0,0,sunny,31,1166,1603,973,1559719,1331
2025-11-01,5,1,1,sunny,32,1500,5000,1269,6345000,1500
2025-11-02,6,1,0,sunny,25,1406,3882,1106,4293492,1500
2025-11-03,0,0,0,cloudy,21,1105,975,1010,984750,1155
2025-11-04,1,0,0,rainy,18,988,641,1070,685870,948
2025-11-05,2,0,0,sunny,25,1235,1578,1097,1731066,1500
2025-11-06,3,0,0,sunny,29,1285,1806,986,1780716,1474
2025-11-07,4,0,0,cloudy,28,1147,1491,1025,1528275,1351
2025-11-08,5,1,0,sunny,20,1384,3254,1083,3524082,1500
2025-11-09,6,1,0,cloudy,20,1245,2098,1122,2353956,1500
2025-11-10,0,0,0,sunny,23,1221,1536,1039,1595904,1433
2025-11-11,1,0,0,sunny,21,1229,1322,997,1318034,1385
2025-11-12,2,0,0,cloudy,29,1128,1237,917,1134329,1342
2025-11-13,3,0,0,sunny,25,1196,1774,1026,1820124,1482
2025-11-14,4,0,1,cloudy,21,1415,3337,1165,3887605,1500
2025-11-15,5,1,0,sunny,28,1372,3559,1087,3868633,1500
2025-11-16,6,1,0,cloudy,20,1162,2580,1062,2739960,1500
2025-11-17,0,0,0,sunny,23,1231,1917,1068,2047356,1500
2025-11-18,1,0,0,rainy,24,1104,638,1087,693506,1059
2025-11-19,2,0,0,sunny,32,1260,1297,915,1186755,1389
2025-11-20,3,0,0,cloudy,22,1097,1468,1070,1570760,1266
2025-11-21,4,0,0,sunny,29,1291,1853,946,1752938,1500
2025-11-22,5,1,0,cloudy,30,1241,2738,1089,2981682,1500
2025-11-23,6,1,0,sunny,25,1375,3987,1166,4648842,1500
2025-11-24,0,0,0,sunny,29,1296,1820,1055,1920100,1500
2025-11-25,1,0,0,rainy,22,1080,645,986,635970,1104
2025-11-26,2,0,0,sunny,23,1203,1582,962,1521884,1491
2025-11-27,3,0,1,sunny,24,1500,4355,1101,4794855,1500
2025-11-28,4,0,0,sunny,23,1281,1831,940,1721140,1452
2025-11-29,5,1,0,cloudy,28,1231,2319,971,2251749,1500
2025-11-30,6,1,0,rainy,19,1138,1116,1142,1274472,1172
2025-12-01,0,0,0,sunny,19,1254,1554,1038,1613052,1384
2025-12-02,1,0,0,sunny,18,1167,1276,1019,1300244,1311
2025-12-03,2,0,0,sunny,25,1182,1745,1001,1746745,1500
2025-12-04,3,0,0,cloudy,22,1073,1486,930,1381980,1268
2025-12-05,4,0,0,sunny,18,1174,2030,1034,2099020,1467
2025-12-06,5,1,0,sunny,16,1468,2392,1089,2604888,1500
2025-12-07,6,1,0,sunny,15,1496,2437,1090,2656330,1500
2025-12-08,0,0,0,cloudy,15,1236,1166,1082,1261612,1264
2025-12-09,1,0,0,rainy,15,1106,597,917,547449,1029
2025-12-10,2,0,0,sunny,20,1237,1656,1083,1793448,1425
2025-12-11,3,0,0,rainy,15,1079,548,1015,556220,1015
2025-12-12,4,0,0,sunny,22,1291,2120,948,2009760,1500
2025-12-13,5,1,0,sunny,16,1415,2103,997,2096691,1500
2025-12-14,6,1,0,sunny,20,1355,3771,1086,4095306,1500
2025-12-15,0,0,0,sunny,15,1241,1183,959,1134497,1332
2025-12-16,1,0,0,sunny,24,1169,1711,976,1669936,1436
2025-12-17,2,0,0,sunny,18,1280,1580,988,1561040,1470
2025-12-18,3,0,0,cloudy,15,1204,1042,939,978438,1247
2025-12-19,4,0,0,rainy,22,1072,929,1049,974521,1099
2025-12-20,5,1,1,cloudy,16,1500,4258,1319,5616302,1500
2025-12-21,6,1,1,sunny,15,1500,4336,1228,5324608,1500
2025-12-22,0,0,1,sunny,16,1500,2914,1115,3249110,1500
2025-12-23,1,0,1,sunny,17,1500,2013,1179,2373327,1500
2025-12-24,2,0,1,sunny,20,1472,2766,1233,3410478,1500
2025-12-25,3,0,1,sunny,18,1459,4106,1091,4479646,1500
2025-12-26,4,0,1,rainy,15,1282,1259,1215,1529685,1418
2025-12-27,5,1,1,cloudy,16,1500,3723,1340,4988820,1500
2025-12-28,6,1,1,cloudy,18,1500,5000,1247,6235000,1500
2025-12-29,0,0,1,sunny,23,1424,3021,1122,3389562,1500
2025-12-30,1,0,1,sunny,19,1465,2526,1128,2849328,1500
2025-12-31,2,0,1,cloudy,17,1453,1663,1122,1865886,1500
